, , , , , , , , , ,CPU,CPU,CPU,CPU,MEMORY,MEMORY,MEMORY,HDD,HDD,HDD,HDD,HDD,HDD,UPS,UPS,UPS,WINDOWS,WINDOWS,WINDOWS,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,EDC_BCA,EDC_BCA,EDC_BCA,EDC_BCA,EDC_MANDIRI,EDC_MANDIRI,EDC_MANDIRI,EDC_MANDIRI,EDC_MTI,EDC_MTI,EDC_MTI,EDC_MTI,PREVENTIF,PREVENTIF,PREVENTIF
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TW8L,HASYIM ASHARI 70/,01,10.43.212.226,Microsoft Windows 10 Pro,64-bit,12th Gen Intel(R) Core(TM) i3-12100,6,28,16 GB,16 GB,ADATA LEGEND 850,476 GB,103 GB,373 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",68CNK-PHHR4-8HX84-Y869Q-VXMP2,"11/15/2024, 13:52:06",1000 MB/s,0 hari 1 jam 55 menit,49,0.29 Menit,"""10.43.212.226"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.212.226 COM8,6,0,ONLINE-2025-09-28 09:08:40,NEM:Y(60)|PC2:0-Y|PCO:N|E02:10.43.212.226 COM9,7,1,ONLINE-2025-09-28 08:59:59,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TYRF,POINT REST AREA KM 42.5 A,01,10.43.37.162,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,5,51,8 GB,8 GB,ADATA SX6000LNP,476 GB,171 GB,305 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,HFhFiJsEkAgAgJo4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",WWVNK-8T872-B6CYJ-QB2TB-FGDW6,"8/10/2023, 11:03:08",1000 MB/s,2 hari 2 jam 39 menit,56,0.54 Menit,"""10.43.37.162"",""172.31.31.5""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.37.162 COM8,1,3,ONLINE-2025-09-28 07:40:41,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.37.162 COM9,4,0,ONLINE-2025-09-27 17:28:35,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TQIN,BANDARA MAS A5,01,10.43.50.130,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,0,47,8 GB,8 GB,ADATA LEGEND 850,476 GB,127 GB,349 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",NTJPT-D322W-BJ7MH-GJGHY-F9C2T,"11/15/2024, 13:52:06",1000 MB/s,0 hari 3 jam 6 menit,53,1.02 Menit,"""10.43.50.130"",""172.31.31.1""",NEB:Y(60)|PC1:0 N|PCO:Y|E01:10.43.50.131 COM8,1,0,ONLINE-2025-09-28 07:35:54,NEM:Y(60)|PC2:0-N|PCO:Y|E02:10.43.50.131 COM9,1,0,ONLINE-2025-09-28 07:02:27,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TWU3,CADAS TERITI,01,10.43.47.194,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,25,51,8 GB,8 GB,ADATA LEGEND 850,476 GB,102 GB,375 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",49BRC-7N9JY-3HB7X-9WXQJ-PKC2T,"11/15/2024, 13:52:06",1000 MB/s,0 hari 2 jam 56 menit,58,0.69 Menit,"""10.43.47.194"",""172.31.31.1""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.47.194 COM8,18,0,ONLINE-2025-09-27 21:30:11,NEM:Y(60)|PC2:0-Y|PCO:N|E02:10.43.47.194 COM9,9,0,ONLINE-2025-09-27 21:31:01,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TJON,RAYA CISOKA ADIYASA,01,10.43.121.130,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,9,49,8 GB,8 GB,ADATA LEGEND 850,476 GB,101 GB,375 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",T4CK3-V8NWC-3BDMF-FD8KT-P7KCT,"11/15/2024, 13:52:06",1000 MB/s,0 hari 0 jam 19 menit,48,0.85 Menit,"""10.43.121.130"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.121.130 COM8,2,0,ONLINE-2025-09-28 08:26:56,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.121.130 COM9,12,0,ONLINE-2025-09-27 13:41:12,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TO4I,PLUS ECO CLUB HOUSE EAST ASIA/,01,10.43.137.2,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10105 CPU @ 3.70GHz,16,49,8 GB,8 GB,ADATA SX6000LNP,476 GB,117 GB,360 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,Prod,"Windows(R), Professional edition:
    The machine is permanently activated.",K9XYR-XHN99-F9QH2-MG7KR-MWRTG,"8/10/2023, 11:03:08",1000 MB/s,0 hari 4 jam 32 menit,58,0.47 Menit,"""10.43.137.2"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.137.2 COM8,2,0,ONLINE-2025-09-28 08:30:51,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.137.2 COM9,3,0,ONLINE-2025-09-28 08:44:04,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,F5QC,CIPONDOH MAKMUR,01,10.43.135.226,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,19,53,8 GB,8 GB,ADATA SX6000PNP,476 GB,217 GB,259 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",DYNX8-6YYMQ-YT89T-DTRKM-G3B6G,"1/5/2025, 15:47:06",1000 MB/s,0 hari 2 jam 46 menit,54,0.58 Menit,"""10.43.135.226"",""172.31.31.1""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.135.226 COM8,6,0,ONLINE-2025-09-28 09:00:21,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.135.226 COM9,6,1,ONLINE-2025-09-27 21:37:19,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,THJ7,RAYA CIKUPA,01,10.43.239.66,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,8,53,8 GB,8 GB,ADATA SX6000LNP,476 GB,148 GB,328 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",7HM2V-WN2BQ-7HM7M-GVPHR-F6Y6G,"1/23/2025, 09:23:55",1000 MB/s,0 hari 7 jam 14 menit,53,0.55 Menit,"""10.43.239.66"",""172.31.31.1""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.239.67 COM8,13,0,ONLINE-2025-09-27 23:33:04,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.239.66 COM9,1,0,ONLINE-2025-09-28 06:42:18,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TIVF,RAYA CUKANGGALIH KM 2/,01,10.43.43.2,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,25,48,8 GB,8 GB,ADATA LEGEND 850,476 GB,131 GB,345 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",YRJNB-YHT3F-MRRV8-M6G3V-M4HJ6,"4/9/2025, 19:46:02",1000 MB/s,0 hari 3 jam 4 menit,61,0.86 Menit,"""10.43.43.2"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.43.2 COM8,2,0,ONLINE-2025-09-28 08:13:46,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.43.2 COM9,5,0,ONLINE-2025-09-28 09:12:03,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TMR0,RAYA DARU/,01,10.43.221.2,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10105 CPU @ 3.70GHz,17,50,8 GB,8 GB,ADATA SX6000LNP,476 GB,120 GB,356 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,HGpDiHnOsLsEoHn4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",DMN3Q-BM38B-PGPBQ-GRHFJ-W44TG,"10/4/2024, 09:24:50",1000 MB/s,0 hari 3 jam 55 menit,54,0.85 Menit,"""10.43.221.2"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.221.2 COM6,4,0,ONLINE-2025-09-28 09:11:53,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.221.2 COM9,5,0,ONLINE-2025-09-27 21:27:19,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,F1Y4,BUMI INDAH 2,01,10.43.135.130,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,0,52,8 GB,8 GB,ADATA LEGEND 850,476 GB,148 GB,329 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",YVFWR-CN3HR-GR89H-FJK9H-9BVJ6,"10/10/2024, 15:18:26",1000 MB/s,0 hari 3 jam 13 menit,56,0.67 Menit,"""10.43.135.130"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.135.130 COM8,60,0,ONLINE-2025-09-27 21:53:50,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.135.130 COM9,1,0,ONLINE-2025-09-28 09:20:12,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TCE1,TAPOS TIGA RAKSA/,01,10.43.107.98,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,41,43,8 GB,8 GB,ADATA SU900,477 GB,159 GB,318 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",NMKB3-TCBD3-7WMYT-V6GJP-4RG6R,"12/12/2024, 10:55:34",1000 MB/s,0 hari 3 jam 12 menit,47,0.59 Menit,"""10.43.107.98"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.107.99 COM8,6,0,ONLINE-2025-09-28 09:14:25,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.107.99 COM9,4,0,ONLINE-2025-09-28 07:42:09,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TNC7,HYBRID ECO AEROPOLIS/,01,10.43.174.162,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,7,61,8 GB,8 GB,ADATA SX6000PNP,476 GB,278 GB,199 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",JC6NY-JB26R-G8TY8-DCVR4-TVKCT,"12/30/2024, 10:25:40",1000 MB/s,0 hari 3 jam 58 menit,71,0.44 Menit,"""10.43.174.162"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.174.162 COM8,1,0,ONLINE-2025-09-28 08:11:10,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.174.162 COM9,3,0,ONLINE-2025-09-28 07:59:52,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TOP0,RAWALINI,01,10.43.17.98,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,5,46,8 GB,8 GB,ADATA LEGEND 850,476 GB,62 GB,414 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",VN7PT-H8WW3-WHYC6-626KX-9HKCT,"9/6/2025, 00:23:40",1000 MB/s,0 hari 2 jam 46 menit,46,0.48 Menit,"""10.43.17.98"",""172.31.31.1""",NEB:Y(100)|PC1:0 N|PCO:N|E01:10.43.17.99 COM8,0,1,OFFLINE-2025-09-27 16:44:58-THE PORT COM8 DOES NOT EXIST.,NEM:Y(100)|PC2:0-N|PCO:N|E02:10.43.17.99 COM9,2,0,ONLINE-2025-09-27 21:27:45,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TRVQ,RAYA TOBAT 65,01,10.43.105.162,Microsoft Windows 10 Pro,64-bit,12th Gen Intel(R) Core(TM) i3-12100,1,33,16 GB,16 GB,ADATA LEGEND 850,476 GB,183 GB,293 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",N8PYG-FK66K-66CY2-QC3QB-K766P,"11/15/2024, 13:52:06",1000 MB/s,0 hari 2 jam 58 menit,55,0.4 Menit,"""10.43.105.162"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:Y|E01:10.43.105.163 COM8,0,6,OFFLINE-2025-09-27 13:54:19-THE PORT COM8 DOES NOT EXIST.,NEM:Y(60)|PC2:1-N|PCO:Y|E02:10.43.105.163 COM9,6,0,ONLINE-2025-09-27 19:23:59,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,F7JN,RUKO LAVENDER ARCADE B11-B12,01,10.43.51.98,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,23,49,8 GB,8 GB,ADATA LEGEND 850,476 GB,86 GB,390 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",7N47H-4YCG9-V2X6M-P9J6W-DGP2T,"11/15/2024, 13:52:06",1000 MB/s,0 hari 2 jam 40 menit,45,0.65 Menit,"""10.43.51.98"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.51.98 COM3,18,0,ONLINE-2025-09-27 18:39:33,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.51.98 COM9,3,0,ONLINE-2025-09-27 17:13:20,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TKE2,PURI MEGAH CIPONDOH/,01,10.43.126.35,Microsoft Windows 10 Pro,64-bit,12th Gen Intel(R) Core(TM) i5-12400,8,32,16 GB,16 GB,ADATA LEGEND 850,476 GB,248 GB,228 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,  PT.METRINDO SUPRA SINATRIAWEARNES WA1250EU,"Windows(R), Professional edition:
    The machine is permanently activated.",V3FDN-QY979-BCF7X-XKGQJ-D9M6G,"11/15/2024, 13:52:06",1000 MB/s,0 hari 2 jam 41 menit,74,0.33 Menit,"""10.43.126.35"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.126.34 COM8,11,0,ONLINE-2025-09-27 17:50:47,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.126.34 COM9,1,0,ONLINE-2025-09-28 09:20:45,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TIBJ,PERUM GRAND BALARAJA/,01,10.43.6.98,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,66,46,8 GB,8 GB,SAMSUNG MZ7LN512HAJQ-00000,476 GB,124 GB,352 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",NKRPT-GV9PC-6T729-3YKCK-HCFC2,"6/29/2024, 17:05:11",1000 MB/s,0 hari 2 jam 44 menit,41,1.66 Menit,"""10.43.6.98"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.6.98 COM8,2,0,ONLINE-2025-09-27 10:58:32,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.6.98 COM9,2,0,ONLINE-2025-09-27 17:40:54,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,FR52,TAMAN ROYAL 2/,01,10.43.113.130,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,4,56,8 GB,8 GB,ADATA LEGEND 850,476 GB,248 GB,229 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,  PT.METRINDO SUPRA SINATRIAWEARNES WA1250EU,"Windows(R), Professional edition:
    The machine is permanently activated.",NC2Y7-62JQ7-XXQVH-GWDV7-KHKCT,"4/7/2025, 08:32:48",1000 MB/s,0 hari 3 jam 6 menit,70,0.89 Menit,"""10.43.113.130"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.113.130 COM8,4,0,ONLINE-2025-09-28 08:41:01,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.113.130 COM9,5,0,ONLINE-2025-09-28 09:18:07,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TK7N,FRESH GRAND BATAVIA,01,10.43.21.34,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,2,52,8 GB,8 GB,ADATA SX6000PNP,476 GB,248 GB,228 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",JY9M4-H4NJT-PHDVQ-Q7G3Q-2WGPT,"9/2/2024, 15:04:49",1000 MB/s,1 hari 2 jam 7 menit,60,0.43 Menit,"""10.43.21.34"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.21.34 COM8,14,0,ONLINE-2025-09-28 09:11:02,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.21.34 COM7,3,0,ONLINE-2025-08-20 20:24:17,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.21.34 COM7,0,9,OFFLINE-2025-09-27 19:53:22-TIDAK TERIMA RESPONSE DARI EDC,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,FR1J,CURUG RAYA/,01,10.43.52.194,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,23,52,8 GB,8 GB,ADATA SX6000PNP,476 GB,149 GB,327 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",87QNY-9YWX8-G3BTC-Q86KJ-DGP2T,"8/10/2023, 11:03:08",1000 MB/s,0 hari 3 jam 15 menit,67,0.43 Menit,"""10.43.52.194"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.52.194 COM8,24,0,ONLINE-2025-09-27 20:06:48,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.52.194 COM9,4,0,ONLINE-2025-09-27 12:41:41,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,F7FZ,RUKO SAKURA,01,10.43.135.194,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,11,51,8 GB,8 GB,ADATA SX6000LNP,476 GB,165 GB,312 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",C8CN8-H2XB9-YT69C-7JHBW-MTDW6,"1/25/2024, 15:23:33",1000 MB/s,0 hari 2 jam 51 menit,51,0.48 Menit,"""10.43.135.194"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.135.194 COM8,38,0,ONLINE-2025-09-27 18:34:44,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.135.194 COM9,7,0,ONLINE-2025-09-27 19:04:31,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,F772,KERONCONG PERMAI/,01,10.43.6.162,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,4,48,8 GB,8 GB,ADATA SX6000LNP,476 GB,127 GB,349 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",PYK3N-9M97H-FJWWW-749MT-D3XCT,"1/25/2024, 15:23:33",1000 MB/s,0 hari 3 jam 3 menit,64,0.56 Menit,"""10.43.6.162"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.6.162 COM8,2,3,"OFFLINE-2025-09-28 09:11:21-THE DEVICE DOES NOT RECOGNIZE THE COMMAND.
",NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.6.162 COM9,3,0,ONLINE-2025-09-27 09:19:09,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,T0X5,ROYAL DUKUH CIKUPA,01,10.43.38.2,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,14,45,8 GB,8 GB,ADATA SX6000PNP,476 GB,204 GB,272 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,HFpFiAtHuAgAgDr4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",6W8MN-9TKBK-W6XQR-48QYX-YDXCT,"8/10/2023, 11:03:08",1000 MB/s,0 hari 3 jam 9 menit,72,0.45 Menit,"""10.43.38.2"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.38.2 COM8,4,5,ONLINE-2025-09-28 08:58:34,"'-",0,0,NOEDC-0000-00-00 00:00:00,NEM:N(60)|PC2:0-N|PCO:N|E02:10.43.38.3 COM9,1,0,ONLINE-2025-09-28 09:10:05,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TX5D,BERMIS/,01,10.43.29.66,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,5,46,8 GB,8 GB,ADATA SX6000PNP,476 GB,180 GB,296 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 30%,HFlFiEmFvAgAgFt4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",HGNQW-X9GJK-VP7Y8-RH9JR-369TP,"12/16/2022, 21:31:43",1000 MB/s,0 hari 2 jam 54 menit,95,0.71 Menit,"""10.43.29.66"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.29.67 COM8,8,0,ONLINE-2025-09-27 18:35:29,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.29.67 COM9,3,0,ONLINE-2025-09-28 08:39:13,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:43,G026,TJLO,KIHAJAR DEWANTORO/,01,10.43.136.226,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,3,48,8 GB,8 GB,ADATA SX6000PNP,476 GB,122 GB,355 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",7N9WR-2FYYB-XXM98-VHQH8-HMJGG:8YMHV-NKH6P-2DKM6-9QJGC-Q3WXF,"2/15/2024, 23:49:48",1000 MB/s,0 hari 2 jam 54 menit,70,0.47 Menit,"""10.43.136.226"",""172.31.31.1""",NEB:Y(60)|PC1:0 Y|PCO:N|E01:10.43.136.226 COM8,3,0,ONLINE-2025-09-28 08:39:38,NEM:Y(60)|PC2:0-Y|PCO:N|E02:10.43.136.226 COM9,2,0,ONLINE-2025-09-28 09:13:42,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
